,Address,Price SAR,Size m²,Details,District
813,  شارع نجم الدين الأيوبي الفرعي حي طويق  ,40000,400,"5 محلات  للايجار الفتحه الواحده ب40000 في السنه
المساحه  المحل الواحد 4في 11 قابله لتوسعه",حي طويق - الرياض
815,  حي ظهرة لبن  ,30000,90,"معارض على شارع حائل للإيجار عدد 2
السعر 30000 لكل معرض شامل الضريبه 
 ( مناسبة جدا جدا للتموينات ) 

سبب اقتراح التموينات 
 ١- عدم وجود تموينات من بداية الدخول من شارع الطائف على شارع حائل وحتى الوصل الى اخر شارع حائل والتقائه بشارع الشفا 
2- موقع ال...",حي ظهرة لبن - الرياض
817,  الطريق الدائري الشمالي الفرعي حي المصيف  ,560000,280,مجمع مطاعم وكافيهات عالمية  ليفيلز   طريق الدائري الشمالي بالرياض مقابل تلا مول ومكتبة جرير وبجوار مطاعم استيك هاوس وبياتو  وتم التأجير فيه لكافيهات ليتو كافيه ومطاعم ناندوس وزافران وحارات وأنابيلا وروف لاونج ومتبقي معرضين فقط بمساحات ٤٠٠م٢. ،، و٢٨٠م...,حي المصيف - الرياض
818,  شارع المدينة المنورة حي العريجاء الغربية  ,80000,280,"صالات للايجار  موقع تجاري ممتاز ش المدينة المنورة 
مساحة الصالة ٢٨٠م دور ارضي وميزنين  ايجار الصالة 
الواحدة في السنه ٨٠.٠٠٠﷼  قابل للتفاوض 

مشيرفه للعقارات 
٠٥٥٦١١١٤٧١
٠٥٥١٣٣٤٤٤٥",حي العريجاء الغربية - الرياض
822,  شارع السيل الكبير حي الغدير  ,30000,37,"محل للايجار 

حي الغدير شارع السيل الكبير 

مشطب بدون مكيف",حي الغدير - الرياض
826,  طريق الملك عبدالعزيز الفرعي حي المصيف  ,262500,175,"معرضين في موقع مميز  للايجار في مجمع مطاعم على طريق الملك عبدالعزيز حي المصيف

المعرض الأول مساحته ١٧٥م فتحة وحدة ويحتوي بداخله امكانية تجهيزه بخمس الى ستة مطابخ. وله مدخل من خلف المجمع.

المعرض الثاني ملاصق للمعرض الأول ومساحته ١٣٠م ويمتاز بأن واجهت...",حي المصيف - الرياض
827,  شارع الخليفة المأمون حي بدر  ,12000,36,"للإيجار محلات بحي الشفاء 
شارع خليفه المأمون 

المساحة ٤*٩ =  ٣٦م  
يتميز بموقع حيوي 

ايجار المحل الواحد ١٢ ألف 

التواصل واتس : ٠٥٠٨٨٨٦٤٦٢",حي بدر - الرياض
828,  شارع المثنى بن حارثة حي الشفا  ,25000,42,"محلات للإيجار . شارع المثنى بن حارثه . 
الفتحة الواحد 25 الف .
للتواصل مكتب عبدالوهاب السلوم للعقارات 
0505443212
0114204444",حي الشفا - الرياض
830,  طريق عثمان بن عفان حي الملك عبدالله  ,40000,29,محلات للايجار طريق عثمان بن عفان  تقاطع الملك عبدالله مقابل مسجد العويضه موقع ممتاز جدا شرحه ومواقف مقابلها اسواق الواحه المركزية السعر قابل للتفاوض,حي الملك عبدالله - الرياض
832,  شارع الشيخ حسن بن حسين بن علي حي اشبيلية  ,150000,300,يوجد معرض للايجار على شارع الحسن بن حسين بن علي موقع مميز جدا المعار ض ضمعها ثلاجات ومكيفات وغرف حق العماله  فوقالمعارض جاهز كامل,حي اشبيلية - الرياض
833,  حي العارض  ,20000,40,"٤ محلات للايجار جديدة 
فيها دورة مياه 
مساحة كل فتحة ٤*١١ تقريبا 

سعر الإيجار للفتحة / ٢٠ الف ريال 
والي ياخذ اكثر من محل له خصم 


لمزيد من الاستفسارات التواصل على الارقام التالية :
٠٥٩٨٨٥٠٠٠٢ - ٠٥٣٢٠٤٤٦٦٢
٠٥٩٤٢٩٧٧١٧ - ٠٥٦٦٩٢٤٧٤٧",حي العارض - الرياض
834,  طريق الأمير محمد بن سلمان بن عبدالعزيز حي الندى  ,200000,220,"صالتين مميزه مشطبه مفتوحة على بعض في مبنى جديد بحي الندى على طريق الامير محمد بن سلمان ، بارتفاع 10م ، للايجار ، بالتفاصيل الاتية : 
المساحة : 220 م 
الارتفاع : 10 م 
الراجهة : 11 م 
العمق : 20 م 

المميزات : 
واجهة زجاجية
حي حيوي واستثماري 
مشطب 
تا...",حي الندى - الرياض
836,  شارع حمزة بن عبدالمطلب حي الحزم  ,250000,750,"للايجار عدد 5 محلات ميزانين بمجموع مساحة 750 متر بديكورات مميزه .
مجهزه بالكامل لسوبرماركت 
يتوفر بالموقع : 
مخبز 
ملحمة 
خضار 
ارفف على كامل مساحة السوبرماركت، بالاضافه إلى ثلاجات للمشروبات وغيرها . 
ايضاً يتوفر مستودع بالدور الثاني بالاضافه لتوفر ث...",حي الحزم - الرياض
839,  شارع الطائف حي ظهرة لبن  ,20000,60,"محل تجاري للايجار موقع شارع الطايف 
المحل له غرفه تابعه مع دورة مياه  
الشارع 60 م 
الموقع طيب",حي ظهرة لبن - الرياض
841,  طريق الملك عبدالعزيز حي العارض  ,80000,140,"للايجار 5 معارض 
في حي العارض على طريق الملك عبدالعزيز 
مساحة المعرض مع الميزان 141 م 
مستخرجه شهادة الدفاع مدني و المعرض جاهز للايجار بحالته
للتواصل:
0553351480",حي العارض - الرياض
843,  شارع الأمين عبدالله العلي النعيم حي الملز  ,25000,55,"محلات تجارية مجددة بمساحات مختلفة وواسعه ،  وبشارع تجاري وحيوي ، أمام استاد الأمير فيصل ومنتزة الملك عبدالله من الجهة الشرقية.
*تصاريح دفاع مدني
*مواقف خارجية واسعه
*كهرباء مستقلة
*ديكورات عصرية
*بجانب محطة الميترو
*بجانب مدارس عالمية وتجمعات سكنية ع...",حي الملز - الرياض
844,  طريق الأمير محمد بن عبدالعزيز حي السليمانية  ,1000,135,موقع متميز جدا بشارع التحلية متوفر به محلات  للإيجار  (شهري - ربع سنوي - نصف سنوي - أقصى مدة سنة ) مساحات مختلفة ( 70م / 90 م / 135 م / 270 م ) سعر المتر 1000 ريال,حي السليمانية - الرياض
845,  طريق الامام مالك حي بدر  ,45000,85,"معارض للايجار .  فترة سماح 6 أشهر "" مجانية"" 
سعر المعرض الواحد 45000 الف 
للتواصل : مكتب عبدالوهاب السلوم للعقارات .",حي بدر - الرياض
846,  شارع الامير ممدوح بن عبدالعزيز حي السليمانية  ,250000,250,معرض للايجار بشارع الامير ممدوح بمساحة 250م,حي السليمانية - الرياض
849,  شارع أبي جعفر المنصور حي غرناطة  ,210000,269,"٣ محلات اطوالها ٤ م عرض و ١٤.٢٠ م عمق و  ٣.٤٠ م ارتفاع السقف
١ محل اطواله ٦.٩٠  عرض و ١٤.٢٠ م عمق و ٣.٤٠ م ارتفاع السقف

مجموع المساحه ٢٦٩م
مجموع المحلات ٤
مجموع عدادات الكهرباء ٤

مواقف متوفرة 

نتعذر للمطاعم و المغاسل لعدم رغبه المالك

للتواصل 
056...",حي غرناطة - الرياض
852,  شارع ابن الهيثم حي الخليج  ,100000,200,"معرض للايجار مساحتها 200م
في عماره تجارية على شارع ابن الهيثم
لتواصل أبوملك 0556524717
مع شقه ثلاثه غرفة وصالة وحمامين ومطبخ
مع مخزن",حي الخليج - الرياض
853,  شارع بديع الزمان الهمذاني حي الزهرة  ,12500,44,"فتحتين للايجار شارع بديع الزمان الهمذاني
ب١٢ الف + ٥٠٠ مويه
على دفعتين
يوجد دورة مياه",حي الزهرة - الرياض
856,  شارع خالد بن الوليد حي الروضة  ,1450,151,"معرض ميزانين للايجار بمجمع تجاري بشارع خالد بن الوليد 
المعرض  -151 للميزان الارضي 61 م للميزان العلوي 

المميزات :- المعرض ميزانين + فتحتين للمعرض  مزوده بمكيفات + عداد كهرباء مستقل  + مواقف ارضية بعدد 90 موقف + فتره سماح تصل لحد 90 يوم بعد توقيع ال...",حي الروضة - الرياض
